Title,TagsAndSkills,Company,Currency,Salary,Location,Experience,JdURl,Jobdescription,CreatedAt
Assistant Manager - Sales (Banquets & Catering),"Communication Skills,Catering Sales,MS Office Tools,Banquet Sales,Interpersonal Skills,Sales,Microsoft,Interpersonal",Catering Collective (Kapco Banquets and Catering Pvt. Ltd.),INR,5.5-8 Lacs PA,Delhi(Ghitorni),4-7 Yrs,/job-listings-assistant-manager-sales-banquets-catering-catering-collective-kapco-banquets-and-catering-pvt-ltd-new-delhi-delhi-4-to-7-years-100623006037,"Assist in the preparation and monitoring of sales,department and budgetary reports as and when required<br><br>Minimum 4 years experience in Sales with a 5 / 4 Star Hotel or Luxury/ Premium Banquet or Catering company<br><br>Proficient in MS Office Suite,and CRM tools like Salesforce or similar <br><br>Commitment to delivering an elevated level of customer experience",10/6/2023
Business Development Executive (BDE)- Male/Female-Porur (0-2 Yrs),"Business Development,Cold,Sales,Development,Client acquisition,Client management,IT sales,Acquisition",Soft Suave,INR,2-4 Lacs PA,Chennai(Porur),0-2 Yrs,/job-listings-business-development-executive-bde-male-female-porur-0-2-yrs-soft-suave-chennai-tamil-nadu-0-to-2-years-100623005750,Join the smart technology team and experience the growth . <br><br> Must possess strong customer service skills<br><br>Must be able to create Presentations & to present in client meetings<br><br>Good understanding of business needs and customer focus,10/6/2023
CN - CS&S - C&S - Intelligent Functions - 06,"Team Management,Presales,sales strategy,Customer engagement,Sales,Cs,Cpq,S",Accenture,INR,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon, Jaipur, Kolkata",12-16 Yrs,/job-listings-cn-cs-s-c-s-intelligent-functions-06-accenture-solutions-pvt-ltd-kolkata-mumbai-pune-chennai-gurgaon-gurugram-jaipur-bangalore-bengaluru-12-to-16-years-100623905174,"Lead vision for clients through roadmaps,capability maps,reference architectures,and other enterprise architecture assets to communicate the best-fit solution considering technology,industry trends,platform experience and other relevant factors<br><br>Good to have Certifications: Certifications/ core experience in Salesforce CRM is required with hands on expertise in following areas",10/6/2023
Business Analyst,"CRM Management,Zoho Crm,Salesforce CRM,Business Analysis,Salesforce,Analysis,Management,Zoho",Eppeok Solutions,INR,6-8 Lacs PA,Mohali,5-10 Yrs,/job-listings-business-analyst-eppeok-solutions-mohali-5-to-10-years-120523006857,"Proven Zoho administrative skills
Familiarity with Zoho Integration components for ZOHO
Proficient with technology, including office applications, sales force automation, database systems",10/6/2023
Business Development Manager - PAN India,"Business Development Manager,Direct selling,Salesforce,Marketing,Servicing,Generation,Furniture Sales,Management",Alankaram,INR,5.5-10 Lacs PA,"Bhubaneshwar, Delhi NCR, Ranchi, Lucknow, Ahmedabad, Kochi, Patna, Hyderabad, Kolkata",4-8 Yrs,/job-listings-business-development-manager-pan-india-alankaram-kochi-cochin-kerala-bhubaneswar-odisha-kolkata-patna-bihar-hyderabad-secunderabad-lucknow-uttar-pradesh-ranchi-jharkhand-ahmedabad-delhi-ncr-4-to-8-years-160222010481, . Bachelors degree or equivalent experience <br><br>Proficiency in MS Office and CRM software (e.g<br><br>They should be able to think critically when making plans and have a demonstrated ability to execute a particular strategy.  . <br><br>Experience / background in interior designing or architecture is a plus,10/6/2023
Customer Success Manager  - SAAS Based IT Setup,"Customer Success,Technical,Customer experience,Account management,Accounting,Management,Product management,SQL",Antrors HR Solutions,INR,Not disclosed,Mumbai,7-8 Yrs,/job-listings-customer-success-manager-saas-based-it-setup-antrors-hr-solutions-mumbai-7-to-8-years-100623904873,"A Customer Success Manager is responsible for developing customer relationships that promote retention and loyalty. Their job is to work closely with customers to ensure they are satisfied with the services they receive and to improve upon areas of dissatisfaction.<br /><br />Responsibilities:<br />1. Understand the client's needs and pain points to help to configure the software for the client.<br />2.Onboarding and execution of Client: Responsible for the fast and quality execution of the client on Organisations platform. The Customer Success Manager must establish policies the entire staff can adhere to so all customers receive the same quality of execution.<br />3. Establish Customer Success Practices: Responsible for creating policies and procedures that optimize the customer experience. CSM's may gather feedback from their customers, study other customer success programs, and analyze customer data to identify the best practices. You must establish policies the entire staff can adhere to so all customers receive the same quality of service.<br />4. Upselling: Ability to upsell the new features and also to scale up the business from the existing client.<br />5. Assisting in Technical and Product Management: You must know the company’s products inside and out. They are capable enough to rather on educate the customers on the flexibility and capabilities of their software so customers are encouraged to continue using their services.<br />6. Provide on-the-job training or mentoring to new employees/client Project stakeholders.Additionally, take initiatives for improvising processes, new implementations, new practicesboth technically and culturally.<br />8. Ability to handle multiple clients at a time. He should have multitasking skills and should be able to deal with bottom to top hierarchy of Client.<br /><br />Educational Qualification / Work Experience / Skills :<br />1. PG / MBA / B.Tech with min 6+yrs experience and at least 2+ years relevant work experience in a customer-facing role (customer success or account management).<br />2. Previous experience collaborating with different internal functions within a fast-growing SaaS company; operating at the intersection of product, sales, and delivery<br />3. Experience in CRM/ERP (e.g. Salesforce, Pipedrive) or B2B Enterprise level software<br />4. Familiarity with Supply Chain data and workflow experience preferred<br />5. Basic Knowledge of web technologies like HTML, SQL, API, Json, iOS and Android platforms<br />6. Proficient in Microsoft Office Suite specifically Excel and PowerPoint<br />7. Should possess fantastic interpersonal skills<br />8. Proactive and willing to improve on processes<br />9. Technical aptitude and ability to learn software programs.<br />",10/6/2023
Campaign Management Specialist-Digital Marketing,"Direct marketing,Campaign management,Email marketing,Marketing operations,Digital marketing,Digital,Display Video,Atlassian",Accenture,INR,Not disclosed,Bengaluru,7-11 Yrs,/job-listings-campaign-management-specialist-digital-marketing-accenture-solutions-pvt-ltd-bangalore-bengaluru-7-to-11-years-100623904528,Please note that this role may require you to work in rotational shifts<br><br>Qualifications: Any Graduation. Years of Experience: 7 to 11 years<br><br>Skill required: Digital Marketing - Campaign Management. <br><br>In this role you are required to do analysis and solving of increasingly complex problems <br><br>Adobe Launch - Good to Have <br><br>Adobe Analytics - Good to Have,10/6/2023
Assistant Marketing Manager,"Marketing Campaigns,Marketing Communication,CRM Management,Growth Marketing,Performance Marketing,Design Conceptualization,MS Office,Content",Catering Collective (Kapco Banquets and Catering Pvt. Ltd.),INR,7-9 Lacs PA,Mumbai(Worli +1),4-7 Yrs,/job-listings-assistant-marketing-manager-catering-collective-kapco-banquets-and-catering-pvt-ltd-mumbai-maharashtra-4-to-7-years-100623004426,"Minimum 4 years experience in a brand marketing role having managed multiple marketing vendors,agencies,and team members<br><br>Proficient in MS Office,and CRM tools like Zoho/ Salesforce/ or similar <br><br>Customer Experience Custodian of brand identity to maintain consistency and excellence of customer experience across every touchpoint of the brand (in-store,offline,online)",10/6/2023
SAP IRPA Consultant/intelligent Robotic Process Automation,"intelligent Robotic Process Automation,SAP IRPA Consultant,Robotic Process,Consulting,Process automation,Automation,Intelligent,Robotic Process Automation",Infosight Consulting Services,INR,Not disclosed,Remote,2-7 Yrs,/job-listings-sap-irpa-consultant-intelligent-robotic-process-automation-infosight-consulting-services-bangalore-bengaluru-2-to-7-years-100623004378,"Prefered At least 2-3 years of experience In a shared service organization as a developer of IRPA
Experience in automating ERP systems like SAP, JDE, Salesforce, and other non-ERP systems
Experience in Programming with Javascript, VB Script, Python",10/6/2023
Client Relationship Marketing Professional,"marketing,Campaign management,Social media,CRM,Client Relation,Relationship marketing,Project,Campaigns",Accenture,INR,Not disclosed,"Hoshiarpur, Bengaluru",0-3 Yrs,/job-listings-client-relationship-marketing-professional-accenture-solutions-pvt-ltd-hoshiarpur-bangalore-bengaluru-0-to-3-years-100623904318,"pursuit / deal-based marketing experience highly desirable<br><br>Experience with Salesforce or similar CRM desirable,e.g<br><br>Hands-on marketing experience,ideally in professional services or other B2B organisation<br><br>Demonstrable experience in using different channels,including social media,email and direct mail<br><br>Experience using Eloqua (or similar email platform) desirable",10/6/2023
Salesforce Field Service Lightning,"Validation,Implementation,Salesforce Field Services Lightning,Field,Configuration,Salesforce,Field Job,Technical",Cosmicit Informatics India,INR,Not disclosed,"Pune, Ahmedabad, Bengaluru",5-10 Yrs,/job-listings-salesforce-field-service-lightning-cosmicit-informatics-india-pune-maharashtra-ahmedabad-bangalore-bengaluru-5-to-10-years-100623004229,"Perform Code Review and Code Optimization on Lighting component, Implement Salesforce Lightning Industry best practices, Create technical design from Functional design, Able troubleshoot with debugging skill, Perform configuration and customization",10/6/2023
CN - Strategy - MC - T&O - Change Management - Manager,"Change management,Agile,Oracle,Business intelligence,Salesforce,Management,CN,Change",Accenture,INR,Not disclosed,"Chennai, Pune, Mumbai, Bengaluru, Gurgaon, Hyderabad",8-12 Yrs,/job-listings-cn-strategy-mc-t-o-change-management-manager-accenture-solutions-pvt-ltd-mumbai-hyderabad-secunderabad-pune-gurgaon-gurugram-chennai-bangalore-bengaluru-8-to-12-years-100623904183,"Are you someone who puts learner needs and experience at heart Are you passionate about designing and delivering exceptional learning experiences Do you enjoy problem solving Does working in an innovation-driven,inclusive and collaborative environment spark your interest Then,Accenture Strategy and Consulting is the right place for you to explore limitless possibilities",10/6/2023
Sr. Financial Analyst,"Finance,Alteryx,Reporting,Annual Recurring Revenue,Revenue,Tableau,Automation,Data",Apttus,INR,Not disclosed,"Pune, Ahmedabad, Bengaluru",5-8 Yrs,/job-listings-sr-financial-analyst-conga-software-private-limited-pune-ahmedabad-bangalore-bengaluru-5-to-8-years-100623004161,"<p><strong>Position Description:</strong></p><p>At Conga, the corporate FP&A team serves as a critical support partner for executive leadership. The analyst will lead the Annual Recurring Revenue (ARR) processes, reporting and analysis.  Additionally, this position will be responsible for developing new data sources, reports and dashboards that enhance the FP&A team’s analytical and business partnering capabilities around financial forecasting, headcount planning and other new and ad hoc requests.  This role requires cross-functional collaboration and the ability to effectively communicate and build relationships across multiple departments and at all levels within the organization.  This individual needs to be adaptable and capable of quickly and effectively learning and pioneering new tasks and responsibilities as the organization, processes, and systems evolve. This individual will be expected to be a team player, make sound decisions, exercise good judgment, and provide guidance and leadership to junior analysts as the team grows over time. This position reports to the Senior Director of FP&A - Reporting and Business Intelligence.</p><p><strong>Responsibilities:</strong></p><ul><li>Manage and maintain the entire ARR monthly reporting cycle including Alteryx processes, Tableau dashboards and other reports and analyses used to communicate ARR growth and retention rates to our private equity owners, executive leadership team and across multiple departments.</li><li>Build and optimize new and existing ARR processes in Alteryx to further develop Conga’s ARR reporting capabilities against new business requirements.</li><li>Publish, maintain and develop new and existing ARR dashboards</li><li>Test ARR calculations across reporting cohorts and assist with reconciling changes in ARR against renewal and billings data.</li><li>Develop automation, new data sources and reporting that streamlines repeatable financial, business, and operational reporting and analyses.</li><li>Be a technical resource to the FP&A team who supports and contributes to the development of forecasts, budgets, and long-range projections that align with Conga’s strategy and goals.</li><li>Perform analyses and reports on SaaS and Services key metrics, such as bookings, retention rates, churn, customer acquisition cost, customer lifetime value, sales productivity, etc.</li><li>Partner with leadership to provide the financial reporting and analyses necessary for Conga to accomplish its business objectives.</li><li>Be an integral member of various project teams to change/improve processes as the company evolves.</li><li>Other duties as assigned.</li></ul><p><strong>Knowledge, Skills and Experience:</strong></p><ul><li>Bachelor’s degree in Finance, Accounting, Economics, or Business Administration.</li><li>5-7 years of combined experience in finance, reporting and analytics. FP&A, BI, Sales Ops, corporate strategy or management consulting, preferred.</li><li>Advanced skillsets in Alteryx and Tableau required; 3-plus years of experience in each and certification, preferred.</li><li>Reporting experience in SaaS tools like NetSuite, Workday and Salesforce.  Experience with APIs, a plus.</li><li>Proficiency cleaning, transforming and combining disparate data into highly reliable data sources.</li><li>Strong knowledge of accounting, finance, and operations principles.</li><li>Detail oriented. Able to validate the accuracy of one's own deliverables and produce reliable analysis.</li><li>Proven ability to develop and maintain effective relationships at all levels of the organization.</li><li>Can-do attitude and willingness to take on new assignments.</li><li>Excellent written and verbal communication skills.</li><li>Demonstrated ability to collaborate remotely via phone, chat, or virtual meeting like GTM or Zoom. </li><li>Demonstrated ability to manage multiple tasks and prioritize in a fast-paced environment.</li><li>Ability to succeed in a complex and evolving organization and adapt to changes in structure and work priorities.</li><li>Work both independently and in groups, collaborate with team members to achieve departmental and business goals.</li><li>Positive and professional attitude; perform responsibilities with integrity; exercise sound judgment/decision-making skills.</li><li>Strong proficiency in Excel.</li><li>Experience working in SaaS or supporting a technology organization a plus.</li></ul>",10/6/2023
